,User attribute 1,User attribute 2,User attribute 3,User attribute 4,User attribute 5,User attribute 6,User attribute 7,User attribute 8,User attribute 9,User attribute 11,User attribute 12,Age,Phone OS version,Countries,User source sh,User attribute 10,Phone brand sh,Target variable Y
5610,28,0,4,1,0.04761904762,0.1111111111,0.0,63,0,0,1,30,8.0.0,FR,Bidalgo - Facebook,MV,samsung,0
4582,30,0,3,2,0.1111111111,0.1388888889,0.0,36,0,0,0,32,6.0.1,US,Bidalgo - Facebook,MV,LGE,0
5627,40,0,2,0,0.02739726027,0.2328767123,0.0,73,0,0,1,42,8.1.0,US,Bidalgo - Instagram,MV,LGE,0
5938,20,0,0,0,0.0,0.1005025126,0.0,199,0,0,1,22,8.0.0,GB,Facebook,MV,samsung,0
6007,47,0,3,0,0.0625,0.0625,0.0,64,0,0,1,49,8.0.0,US,MV,MV,motorola,0
1391,53,0,0,1,0.15625,0.09375,0.0,64,0,0,0,55,7,US,MV,MV,samsung,0
597,19,0,5,0,0.07407407407000001,0.2839506173,0.0,81,0,0,0,21,7.1.1,US,YouTube,MV,ZTE,0
7306,31,0,5,1,0.03529411765,0.1764705882,0.0,85,0,1,1,33,8.1.0,CA,Bidalgo - Facebook,MV,samsung,0
3121,18,0,1,0,0.02702702703,0.08108108107999999,0.0,37,0,0,1,20,8.0.0,FR,Bidalgo - Instagram,MV,samsung,0
2231,27,0,1,2,0.0,0.08695652174,0.0,46,0,1,0,29,7,US,Bidalgo - Facebook,MV,LGE,0
2188,14,0,2,3,0.02409638554,0.1325301205,0.0,83,0,1,1,16,8.0.0,US,Bidalgo - Instagram,MV,samsung,0
1223,18,0,0,0,0.0,0.05555555556,0.0,36,0,0,0,20,7.1.1,US,Bidalgo - Instagram,MV,motorola,0
5940,30,0,7,1,0.029411764710000007,0.2573529412,0.0,136,0,1,1,32,8.0.0,NZ,Facebook,MV,samsung,0
6042,20,0,5,1,0.0,0.2264150943,0.0,106,0,0,1,22,8.0.0,GB,Bidalgo - Instagram,MV,HUAWEI,0
1231,51,0,1,0,0.04225352113,0.04225352113,0.0,71,0,1,1,53,8.0.0,CA,Bidalgo - Facebook,MV,samsung,0
3838,43,0,6,1,0.078125,0.1015625,0.0,128,0,1,1,45,8.0.0,US,Bidalgo - Facebook,MV,samsung,0
87,33,0,1,0,0.0,0.07142857142999999,0.0,14,0,1,0,35,6.0.1,US,Bidalgo - Facebook,MV,LGE,0
4670,21,0,0,1,0.019230769230000003,0.038461538460000014,0.0,52,0,0,0,23,7,US,Facebook,MV,LGE,0
8782,28,0,0,0,0.02222222222,0.03333333333,0.0,90,0,1,1,30,8.0.0,US,Bidalgo - Instagram,MV,samsung,1
5893,23,0,2,0,0.0,0.1764705882,0.0,68,0,0,0,25,7.1.2,SG,Other,MV,Xiaomi,0
1629,21,0,1,1,0.04838709677,0.2258064516,0.0,124,0,1,0,23,7,US,Bidalgo - Facebook,MV,AlcatelOneTouch,0
9918,44,0,0,1,0.1606217617,0.03626943005,0.0,193,0,0,1,46,8.0.0,US,Facebook,MV,samsung,0
8933,27,0,8,3,0.13609467460000002,0.2189349112,0.0,169,0,1,1,29,8.0.0,US,Bidalgo - Facebook,MV,samsung,0
9676,20,0,3,0,0.0,0.3125,1.0,64,1,0,1,22,8.1.0,FI,Other,MV,samsung,0
7893,32,0,1,0,0.0,0.1395348837,0.0,43,0,0,0,34,7.1.1,US,MV,MV,samsung,0
8457,21,0,0,1,0.01136363636,0.1818181818,0.0,88,0,0,1,23,8.0.0,US,Bidalgo - Instagram,MV,samsung,0
3975,28,0,0,0,0.0,0.029411764710000007,0.0,34,0,0,0,30,7,US,Bidalgo - Facebook,MV,motorola,0
6638,13,0,2,0,0.0,0.3725490196,0.0,51,0,0,0,15,7,US,MV,MV,samsung,0
9263,25,0,7,1,0.025,0.2625,0.0,80,0,1,1,27,8.0.0,SE,Facebook,MV,HUAWEI,0
3717,25,0,1,0,0.0,0.1111111111,2.0,9,1,0,0,27,5.1.1,US,Other,MV,samsung,0
3896,41,0,0,0,0.1860465116,0.06976744186,0.0,43,0,1,0,43,7.1.1,US,Bidalgo - Facebook,MV,motorola,0
9248,55,0,0,0,0.03703703704,0.0,0.0,27,0,1,1,57,8.1.0,US,Bidalgo - Facebook,MV,samsung,0
8335,18,0,8,1,0.05147058824,0.5514705882000001,0.0,136,0,0,1,20,8.0.0,FI,Facebook,MV,HUAWEI,0
3168,18,0,1,1,0.08823529412,0.1470588235,0.0,68,0,0,0,20,7,FR,Bidalgo - Facebook,MV,HUAWEI,0
7714,22,0,10,1,0.0028901734100000003,0.4190751445000001,0.0,346,0,0,1,24,8.1.0,US,Facebook,MV,samsung,0
5985,33,0,0,0,0.0,0.08333333333,0.0,36,0,0,1,35,8.1.0,US,Bidalgo - Facebook,MV,LGE,0
3403,28,0,1,1,0.019230769230000003,0.019230769230000003,0.0,52,0,0,1,30,8.0.0,US,Fluent,Fluent,motorola,0
9826,15,0,0,0,0.02380952381,0.119047619,0.0,42,0,1,1,17,8.0.0,DK,Facebook,MV,samsung,0
3414,19,0,0,2,0.0,0.04761904762,0.0,42,0,0,0,21,7.1.2,US,Facebook,MV,LGE,0
7258,25,0,1,1,0.050632911389999986,0.1012658228,0.0,79,0,1,1,27,9,US,Other,MV,samsung,0
289,29,0,2,0,0.0,0.1282051282,0.0,39,0,0,0,31,7.1.1,US,Bidalgo - Facebook,MV,ZTE,0
1557,47,0,2,0,0.0350877193,0.1228070175,0.0,57,0,1,1,49,8.0.0,CA,Facebook,MV,samsung,0
2158,38,0,1,0,0.01492537313,0.07462686567,0.0,67,0,0,1,40,8.0.0,GB,Facebook,MV,HUAWEI,0
1167,23,0,7,1,0.05294117647,0.3176470588,0.0,170,0,1,1,25,8.0.0,AU,Other,MV,samsung,0
3151,18,0,7,1,0.04854368932,0.3980582524,0.0,103,0,1,1,20,8.0.0,FI,Facebook,MV,HUAWEI,0
219,44,0,2,0,0.0,0.5306122449,0.0,49,0,0,0,46,7.1.1,GB,Bidalgo - Instagram,MV,google,0
5476,30,0,2,0,0.02777777778,0.08333333333,0.0,36,0,0,1,32,8.1.0,US,Facebook,MV,LGE,0
7744,17,0,1,0,0.02777777778,0.1388888889,0.0,72,0,0,1,19,8.0.0,US,Facebook,MV,samsung,0
3224,28,0,1,1,0.1030927835,0.1134020619,0.0,97,0,0,0,30,7,SG,MV,MV,samsung,0
1507,23,0,0,0,0.0,0.05263157895,0.0,38,0,1,1,25,8.0.0,NZ,Bidalgo - Facebook,MV,samsung,0
50,25,0,0,0,0.0,0.07894736842,0.0,38,0,0,0,27,6.0.1,NZ,Facebook,MV,samsung,0
327,18,0,5,2,0.0,0.2571428571,0.0,105,0,0,0,20,7,US,Facebook,MV,samsung,0
1795,45,0,19,1,0.04390243902,0.2926829268,0.0,205,0,1,1,47,8.1.0,US,Bidalgo - Facebook,MV,LGE,1
3633,47,0,3,1,0.1007194245,0.05755395683,0.0,139,0,0,1,49,8.1.0,NZ,Bidalgo - Facebook,MV,samsung,0
8807,38,0,2,2,0.01388888889,0.2222222222,0.0,72,0,1,0,40,6.0.1,US,Bidalgo - Facebook,MV,ZTE,0
2761,22,0,0,1,0.0,0.09090909091,0.0,33,0,1,0,24,7.1.2,US,Bidalgo - Facebook,MV,LGE,0
2792,28,0,0,0,0.0,0.018181818180000003,0.0,55,0,0,0,30,6.0.1,US,Facebook,MV,samsung,0
4308,33,0,5,0,0.03278688525,0.2459016393,0.0,61,0,1,1,35,9,AU,Bidalgo - Facebook,MV,Google,0
8376,36,1,1,1,0.05172413793,0.01724137931,1.0,58,1,0,1,38,8.0.0,GB,Bidalgo - Facebook,MV,samsung,0
831,30,0,1,1,0.02197802198,0.3516483516,0.0,91,0,0,1,32,8.0.0,CA,Bidalgo - Instagram,MV,samsung,0
1057,35,0,0,0,0.131147541,0.131147541,0.0,61,0,1,1,37,8.0.0,FR,Bidalgo - Facebook,MV,HUAWEI,0
9562,44,0,0,0,0.01639344262,0.3278688525,0.0,61,0,0,1,46,8.1.0,US,Bidalgo - Facebook,MV,samsung,0
2871,17,0,1,0,0.06666666667,0.15,0.0,60,0,0,1,19,8.1.0,CA,MV,MV,Xiaomi,0
4617,18,0,6,2,0.005847953216,0.09356725146,0.0,171,0,0,0,20,6.0.1,AU,Bidalgo - Instagram,MV,OPPO,0
4214,17,0,1,0,0.01492537313,0.1641791045,1.0,67,1,0,0,19,7,DE,Bidalgo - Facebook,MV,samsung,0
4470,34,0,0,1,0.1212121212,0.0,0.0,33,0,0,1,36,8.1.0,US,Bidalgo - Facebook,MV,LGE,0
8567,18,0,1,2,0.0,0.1904761905,0.0,42,0,0,0,20,7.1.2,US,Facebook,MV,LGE,0
8453,65,0,3,3,0.05737704917999999,0.04918032787,0.0,122,0,1,1,67,8.0.0,US,UnityAds - Android,MV,samsung,0
2931,33,0,1,1,0.07526881719999999,0.247311828,0.0,93,0,0,1,35,8.0.0,GB,Facebook,MV,samsung,0
6344,42,0,1,1,0.02631578947,0.013157894740000002,0.0,76,0,1,1,44,8.0.0,GB,MV,MV,samsung,0
6415,22,0,2,1,0.0,0.1568627451,0.0,51,0,0,0,24,5,US,MV,MV,TCL,0
6801,24,0,2,1,0.03278688525,0.2786885246,0.0,61,0,0,1,26,8.1.0,US,Facebook,MV,motorola,0
9210,22,0,2,1,0.02272727273,0.13636363640000002,0.0,88,0,0,1,24,9,SG,Bidalgo - Facebook,MV,samsung,0
1131,46,0,3,0,0.0625,0.34375,0.0,64,0,0,1,48,9,CA,Bidalgo - Facebook,MV,HUAWEI,0
9202,63,0,2,1,0.09722222222000003,0.05555555556,0.0,72,0,1,1,65,8.0.0,US,Bidalgo - Facebook,MV,motorola,0
5879,20,0,5,0,0.0,0.2661870504,0.0,139,0,0,1,22,8.0.0,FR,Bidalgo - Instagram,MV,samsung,0
9852,19,0,2,3,0.0,0.14492753619999998,0.0,69,0,0,1,21,8.0.0,US,Facebook,MV,samsung,0
768,42,0,2,0,0.02666666667,0.1466666667,0.0,75,0,1,1,44,8.0.0,US,Other,MV,motorola,0
4726,24,0,2,0,0.02666666667,0.2266666667,0.0,75,0,0,0,26,7,GB,Facebook,MV,samsung,0
4749,18,0,1,1,0.013157894740000002,0.1710526316,0.0,76,0,0,1,20,8.0.0,SE,Bidalgo - Instagram,MV,samsung,0
7313,28,0,7,1,0.01851851852,0.3148148148,0.0,54,0,1,0,30,7,CA,Bidalgo - Facebook,MV,motorola,0
3345,40,0,0,0,0.057692307689999986,0.038461538460000014,0.0,52,0,0,0,42,7,US,Facebook,MV,LGE,0
8691,35,0,5,4,0.1753246753,0.06493506494,0.0,154,0,1,1,37,8.0.0,US,Fluent,Fluent,samsung,0
7749,37,0,6,0,0.037735849060000014,0.2012578616,0.0,159,0,0,1,39,8.0.0,DE,Facebook,MV,samsung,0
7673,13,0,2,0,0.0,0.16923076920000002,0.0,65,0,1,0,15,4.4.2,US,MV,MV,samsung,0
3565,22,0,3,0,0.018181818180000003,0.3090909091,0.0,55,0,0,1,24,8.0.0,US,MV,MV,samsung,0
2728,13,0,2,0,0.0,0.2558139535,0.0,43,0,0,0,15,7,AU,Bidalgo - Instagram,MV,samsung,0
1727,28,0,5,2,0.01388888889,0.08333333333,0.0,72,0,0,0,30,7,CA_US,Bidalgo - Instagram,MV,samsung,0
1325,44,0,0,0,0.02040816327,0.2040816327,0.0,49,0,1,0,46,7,US,Bidalgo - Facebook,MV,samsung,0
2539,18,0,2,2,0.0,0.140625,0.0,64,0,0,0,20,6,CA,Bidalgo - Instagram,MV,BLU,0
6719,18,0,2,0,0.0,0.1875,0.0,64,0,0,1,20,8.1.0,US,Bidalgo - Facebook,MV,samsung,0
3447,21,3,0,0,0.0,0.1162790698,1.0,43,1,0,0,23,5.1.1,US,MV,MV,TCL,0
2836,52,0,9,2,0.02678571429,0.25892857140000003,0.0,112,0,1,1,54,8.0.0,US,MV,MV,samsung,1
1606,22,0,1,1,0.0487804878,0.07317073171,0.0,41,0,1,1,24,8.0.0,NZ,Bidalgo - Facebook,MV,samsung,0
5955,35,0,3,2,0.01754385965,0.1929824561,0.0,57,0,0,1,37,8.0.0,US,Facebook,MV,motorola,0
2038,35,0,5,1,0.05084745763,0.2203389831,0.0,59,0,0,1,37,8.1.0,GB,Facebook,MV,HUAWEI,0
2720,24,0,1,0,0.0,0.14285714289999998,0.0,28,0,0,0,26,7,US,Facebook,MV,samsung,0
2898,49,0,0,0,0.05,0.1,0.0,20,0,1,0,51,7.1.2,US,Bidalgo - Facebook,MV,LGE,0
6561,20,0,0,0,0.03571428571,0.1071428571,0.0,28,0,0,1,22,8.0.0,DE,Bidalgo - Instagram,MV,HUAWEI,0
7581,41,0,1,2,0.08426966292000003,0.005617977528,0.0,178,0,0,1,43,9,FI,Facebook,MV,HUAWEI,0
1284,20,0,3,0,0.02040816327,0.1836734694,0.0,49,0,1,1,22,8.0.0,GB,MV,MV,samsung,0
7204,16,0,4,1,0.01960784314,0.2156862745,0.0,102,0,0,1,18,8.0.0,NO,Bidalgo - Instagram,MV,samsung,0
2490,25,0,4,1,0.0,0.2096774194,0.0,62,0,0,0,27,7,US,MV,MV,LGE,0
2615,24,0,7,1,0.05,0.26,0.0,100,0,0,1,26,8.0.0,SE,Bidalgo - Facebook,MV,samsung,0
3357,16,0,2,0,0.01086956522,0.152173913,0.0,92,0,0,1,18,9,US,Fyber - Android,MV,samsung,0
353,49,0,0,0,0.0,0.03947368421,0.0,76,0,1,0,51,7,CA,MV,MV,asus,0
2612,20,0,2,1,0.0,0.06818181818,0.0,44,0,0,1,22,8.1.0,FR,Bidalgo - Instagram,MV,samsung,0
413,25,0,0,0,0.0,0.03571428571,0.0,28,0,0,1,27,8.1.0,US,Facebook,MV,LGE,0
955,52,0,2,1,0.08,0.04,0.0,50,0,1,1,54,8.1.0,US,Facebook,MV,samsung,0
414,22,0,3,0,0.0,0.2444444444,0.0,45,0,0,0,24,7.1.1,US,MV,MV,samsung,0
6157,28,0,2,0,0.0,0.1666666667,0.0,30,0,0,0,30,7,US,YouTube,MV,LGE,0
8861,20,0,1,1,0.0,0.1785714286,0.0,56,0,0,0,22,7,US,Fluent,Fluent,samsung,0
1420,40,0,1,0,0.0,0.02702702703,0.0,37,0,0,0,42,6.0.1,US,MV,MV,ZTE,0
7884,19,0,3,1,0.008620689655000001,0.07758620690000001,0.0,116,0,0,1,21,8.0.0,SE,Bidalgo - Instagram,MV,samsung,0
1830,22,0,0,1,0.05882352941000001,0.2156862745,0.0,51,0,0,0,24,6,GB,Bidalgo - Instagram,MV,Other,0
7242,42,0,1,2,0.04255319149,0.1382978723,0.0,94,0,0,0,44,7,US,Facebook,MV,samsung,0
4932,18,0,1,3,0.04,0.04,0.0,50,0,0,0,20,7,US,Facebook,MV,LGE,0
2712,25,0,2,0,0.0,0.1111111111,0.0,63,0,0,1,27,8.0.0,SG,Bidalgo - Instagram,MV,Sony,1
8280,22,0,0,0,0.02777777778,0.08333333333,0.0,36,0,0,1,24,8.1.0,US,MV,MV,Alcatel,0
3675,34,0,1,0,0.0,0.09375,0.0,32,0,0,0,36,7,GB,MV,MV,HUAWEI,0
1857,39,0,1,1,0.02857142857,0.05714285714,0.0,35,0,1,0,41,7,US,Bidalgo - Facebook,MV,LGE,0
3329,26,0,2,1,0.04166666667,0.2083333333,0.0,48,0,1,0,28,7.1.1,NZ,Facebook,MV,samsung,0
5244,44,0,3,0,0.0,0.2631578947,0.0,38,0,1,1,46,8.1.0,US,Bidalgo - Facebook,MV,samsung,0
4248,19,0,4,0,0.0,0.2325581395,0.0,43,0,0,0,21,7,US,MV,MV,samsung,0
466,32,0,4,3,0.05714285714,0.09285714286,0.0,140,0,1,1,34,8.0.0,US,Bidalgo - Instagram,MV,samsung,0
7304,33,0,9,1,0.09459459458999997,0.2027027027,0.0,74,0,0,0,35,7.1.1,US,MV,MV,LGE,0
6146,20,0,3,0,0.16,0.14,0.0,50,0,0,1,22,8.1.0,GB,Bidalgo - Instagram,MV,HUAWEI,0
4949,24,0,1,0,0.01960784314,0.1176470588,0.0,51,0,0,1,26,8.0.0,FR,MV,MV,samsung,0
4385,40,0,0,0,0.0,0.2380952381,0.0,21,0,0,1,42,8.1.0,NZ,Facebook,MV,HUAWEI,0
4071,53,0,0,0,0.05084745763,0.2711864407,0.0,59,0,1,0,55,6.0.1,AU,Bidalgo - Facebook,MV,samsung,0
6873,15,0,3,2,0.018181818180000003,0.1272727273,0.0,55,0,1,1,17,8.0.0,VN,Facebook,MV,samsung,0
9337,18,0,1,0,0.0,0.03571428571,0.0,28,0,1,0,20,5.1,US,Fyber - Android,MV,HTC,0
4245,47,0,2,3,0.07228915663,0.01807228916,0.0,166,0,0,1,49,8.0.0,US,Bidalgo - Facebook,MV,samsung,0
495,44,0,3,1,0.1649484536,0.1340206186,0.0,97,0,1,1,46,8.1.0,US,Bidalgo - Facebook,MV,LGE,0
3736,37,0,1,0,0.02222222222,0.1111111111,0.0,45,0,0,1,39,8.1.0,US,Fluent,Fluent,LGE,0
7842,18,0,2,1,0.02409638554,0.2891566265,0.0,83,0,1,1,20,8.0.0,US,Bidalgo - Facebook,MV,samsung,0
2858,18,0,1,1,0.029411764710000007,0.08823529412,0.0,34,0,0,0,20,7.1.2,US,Facebook,MV,LGE,0
536,19,0,2,3,0.04166666667,0.09722222222000003,0.0,72,0,1,1,21,8.0.0,US,Bidalgo - Facebook,MV,samsung,0
9735,53,0,0,0,0.0,0.09090909091,0.0,22,0,0,0,55,6,NZ,MV,MV,Other,0
5083,26,0,3,3,0.0495049505,0.06930693069,0.0,101,0,1,1,28,8.0.0,GB,Facebook,MV,samsung,0
6792,13,0,2,1,0.0,0.2533333333,0.0,75,0,0,0,15,7.1.1,US,Google Adwords,MV,ZTE,0
851,21,0,2,1,0.06944444444,0.05555555556,0.0,72,0,1,0,23,7,US,Bidalgo - Facebook,MV,AlcatelOneTouch,0
2627,22,0,0,0,0.0,0.08823529412,0.0,34,0,0,1,24,8.0.0,US,Facebook,MV,motorola,0
2748,29,0,1,0,0.0,0.243902439,0.0,41,0,0,0,31,7,US,Facebook,MV,LGE,0
7983,35,0,1,1,0.0,0.1034482759,0.0,29,0,0,1,37,8.0.0,US,Facebook,MV,motorola,0
6959,23,0,0,0,0.0,0.04166666667,0.0,24,0,0,0,25,5.0.2,US,Facebook,MV,samsung,0
7259,19,0,5,1,0.0,0.2105263158,0.0,57,0,1,1,21,8.0.0,SE,Facebook,MV,Sony,0
8028,18,0,3,1,0.02985074627,0.1641791045,0.0,67,0,0,1,20,8.0.0,FI,Facebook,MV,samsung,0
2211,16,0,0,0,0.02127659574,0.2765957447,0.0,47,0,0,1,18,8.0.0,GB,Facebook,MV,HUAWEI,0
9528,25,0,1,1,0.0,0.1071428571,0.0,56,0,0,0,27,7.1.1,US,Google Adwords,MV,ZTE,0
8838,18,0,0,0,0.07407407407000001,0.03703703704,0.0,27,0,0,1,20,8.1.0,CA,Other,MV,LGE,0
9446,29,0,0,0,0.0,0.25,0.0,32,0,0,1,31,8.0.0,GB,Facebook,MV,samsung,0
1332,30,0,3,2,0.05194805195,0.07792207792,0.0,77,0,0,1,32,8.0.0,DE,Bidalgo - Facebook,MV,samsung,0
1309,56,0,6,0,0.1283783784,0.25,0.0,148,0,1,1,58,8.0.0,US,MV,MV,samsung,0
2574,29,0,11,1,0.04982206406,0.1850533808,0.0,281,0,0,1,31,9,US,MV,MV,samsung,0
3566,28,0,1,0,0.0101010101,0.06060606061000001,0.0,99,0,0,0,30,7.1.2,FR,Bidalgo - Instagram,MV,WIKO,0
2307,15,1,2,0,0.016949152539999998,0.16949152539999998,1.0,59,1,0,1,17,8.1.0,US,Bidalgo - Instagram,MV,samsung,0
9782,18,0,1,1,0.0,0.125,0.0,120,0,0,0,20,7.1.1,DK,MV,MV,OnePlus,0
4398,39,0,3,1,0.1323529412,0.1323529412,0.0,136,0,1,1,41,8.0.0,US,Facebook,MV,samsung,0
5072,20,0,2,1,0.1111111111,0.1851851852,0.0,27,0,1,1,22,9,US,Fluent,Fluent,motorola,0
7860,22,0,4,0,0.01515151515,0.2272727273,0.0,66,0,0,1,24,8.0.0,US,MV,MV,samsung,0
1421,22,0,2,1,0.0,0.13636363640000002,0.0,88,0,0,1,24,8.0.0,US,YouTube,MV,samsung,0
3953,28,0,1,0,0.0,0.05660377357999999,0.0,53,0,0,1,30,8.1.0,US,Bidalgo - Facebook,MV,TCL,0
3846,35,0,4,4,0.03125,0.125,0.0,96,0,1,1,37,8.0.0,US,MV,MV,samsung,0
4007,30,0,8,2,0.07627118644,0.2288135593,0.0,118,0,0,1,32,8.0.0,US,Facebook,MV,samsung,0
2324,21,0,1,1,0.01612903226,0.1774193548,0.0,62,0,0,1,23,8.0.0,US,Facebook,MV,samsung,0
7423,63,0,0,2,0.06382978722999999,0.03191489362,0.0,94,0,1,1,65,8.0.0,US,Bidalgo - Facebook,MV,samsung,0
1674,20,0,2,1,0.01,0.09,0.0,200,0,1,0,22,7.1.1,NZ,Facebook,MV,OPPO,0
4093,23,0,4,0,0.0,0.2602739726,0.0,73,0,0,1,25,8.0.0,US,YouTube,MV,samsung,0
126,32,0,0,0,0.0,0.06451612903,0.0,31,0,0,0,34,7,US,Bidalgo - Instagram,MV,LGE,0
7301,14,0,2,1,0.0,0.05555555556,0.0,36,0,0,0,16,6.0.1,FR,MV,MV,samsung,0
6526,23,0,4,0,0.09333333333,0.09333333333,0.0,150,0,1,1,25,8.1.0,NO,Facebook,MV,HUAWEI,0
2049,16,0,2,1,0.03389830508,0.2203389831,0.0,59,0,0,0,18,7.1.2,US,Facebook,MV,LGE,0
5133,13,0,1,0,0.0,0.09523809524,0.0,21,0,0,0,15,7,US,Facebook,MV,Other,0
4145,18,0,2,0,0.0,0.14285714289999998,0.0,70,0,1,0,20,7,SG,Facebook,MV,samsung,0
7179,48,0,4,0,0.05172413793,0.1724137931,0.0,58,0,1,1,50,8.0.0,CA,MV,MV,samsung,0
8071,14,0,2,0,0.0,0.1875,0.0,32,0,0,0,16,6.0.1,US,Google Adwords,MV,samsung,0
2376,27,0,2,1,0.05555555556,0.1388888889,0.0,36,0,0,1,29,8.1.0,US,Facebook,MV,LGE,0
7746,15,0,1,1,0.0,0.2947368421,1.0,95,1,0,1,17,8.0.0,AU,Bidalgo - Instagram,MV,samsung,0
7091,39,0,2,3,0.03448275862,0.1034482759,0.0,87,0,0,1,41,8.0.0,US,Bidalgo - Facebook,MV,samsung,0
5087,19,0,4,0,0.0,0.1973684211,0.0,76,0,0,1,21,8.0.0,FR,Bidalgo - Instagram,MV,samsung,0
4347,26,0,4,3,0.0347826087,0.1739130435,0.0,115,0,0,1,28,8.0.0,GB,MV,MV,samsung,0
5990,43,0,9,0,0.02298850575,0.3908045977,0.0,174,0,1,1,45,8.0.0,US,Facebook,MV,samsung,0
3626,35,0,1,0,0.03703703704,0.14814814810000002,0.0,27,0,0,0,37,7,US,Bidalgo - Facebook,MV,samsung,0
1201,18,0,3,0,0.0,0.1842105263,0.0,38,0,0,0,20,7,US,Facebook,MV,samsung,0
7475,28,0,2,0,0.0,0.1818181818,0.0,44,0,0,0,30,5.1,GB,MV,MV,Acer,0
1848,26,0,1,0,0.03571428571,0.14285714289999998,0.0,56,0,0,1,28,8.0.0,DE,Facebook,MV,samsung,0
1969,19,0,1,0,0.07407407407000001,0.12962962960000002,0.0,54,0,1,1,21,8.1.0,SE,Bidalgo - Facebook,MV,samsung,0
9937,22,0,0,0,0.1081081081,0.2162162162,0.0,37,0,1,0,24,6,GB,Bidalgo - Instagram,MV,HUAWEI,0
9822,23,0,1,1,0.05128205128,0.0641025641,0.0,78,0,0,1,25,8.0.0,GB,Facebook,MV,samsung,0
2390,40,0,6,2,0.07352941176,0.2058823529,0.0,136,0,1,1,42,8.0.0,US,Bidalgo - Facebook,MV,samsung,0
4769,20,0,3,1,0.02857142857,0.12857142859999998,0.0,70,0,1,1,22,8.1.0,GB,Facebook,MV,Global,0
7799,21,0,3,0,0.01176470588,0.3411764706,0.0,85,0,0,1,23,8.0.0,DE,Facebook,MV,samsung,0
4334,26,0,2,3,0.0,0.2407407407,0.0,54,0,0,1,28,8.0.0,US,Facebook,MV,samsung,0
4660,31,0,2,1,0.05154639175,0.206185567,0.0,97,0,0,1,33,8.0.0,FR,Bidalgo - Instagram,MV,HUAWEI,0
5763,26,0,3,1,0.008620689655000001,0.1724137931,0.0,232,0,0,0,28,7.1.1,AU,YouTube,MV,OPPO,0
3260,16,0,5,1,0.03488372093,0.1162790698,0.0,86,0,0,1,18,8.0.0,SE,Bidalgo - Instagram,MV,samsung,0
1742,56,0,1,0,0.05555555556,0.1666666667,0.0,36,0,1,0,58,7.1.1,US,Bidalgo - Facebook,MV,motorola,0
8444,31,0,2,0,0.0,0.4615384615,1.0,13,1,0,0,33,4.4.2,US,Fyber - Android,MV,HUAWEI,0
6680,42,0,4,1,0.06557377049,0.131147541,0.0,61,0,1,0,44,7,US,Fyber - Android,MV,LGE,0
8137,65,0,1,0,0.057692307689999986,0.07692307692000001,0.0,52,0,1,1,67,8.0.0,US,MV,MV,samsung,0
4099,22,0,2,0,0.0,0.5,0.0,10,0,0,0,24,4.4.2,AU,MV,MV,samsung,0
2291,21,0,1,1,0.0243902439,0.0487804878,0.0,41,0,0,1,23,8.0.0,FR,Bidalgo - Facebook,MV,samsung,0
3413,21,0,2,0,0.0068965517240000005,0.3620689655,0.0,290,0,0,1,23,9,NO,Bidalgo - Instagram,MV,asus,0
1517,33,0,0,0,0.0,0.2809917355,0.0,121,0,0,0,35,7,US,Other,MV,samsung,0
9505,22,0,5,1,0.03603603604,0.2522522523,0.0,111,0,0,0,24,7,US,Bidalgo - Facebook,MV,AlcatelOneTouch,0
506,31,0,2,2,0.03571428571,0.05952380952000001,0.0,84,0,1,1,33,8.0.0,AU,Bidalgo - Facebook,MV,samsung,0
8469,31,0,10,1,0.01875,0.15,0.0,160,0,0,0,33,7.1.2,US,Other,MV,Other,0
1256,19,0,1,0,0.0,0.07407407407000001,0.0,81,0,0,0,21,5,US,Bidalgo - Facebook,MV,samsung,0
4652,19,0,3,0,0.0,0.3428571429,0.0,35,0,1,0,21,6.0.1,US,Other,MV,samsung,0
1616,15,0,2,1,0.0,0.1176470588,0.0,17,0,1,0,17,4.4.4,US,YouTube,MV,samsung,0
3233,22,0,2,0,0.0,0.1590909091,0.0,44,0,0,0,24,7.1.1,US,Facebook,MV,motorola,0
6867,21,0,2,0,0.0,0.1923076923,0.0,26,0,0,0,23,5.1.1,US,Facebook,MV,LGE,0
7484,15,0,0,0,0.0,0.1071428571,0.0,28,0,0,0,17,7.1.1,US,Google Adwords,MV,motorola,0
6751,23,0,1,0,0.0,0.1304347826,0.0,46,0,0,0,25,7,AU,Facebook,MV,samsung,0
4715,32,0,2,1,0.0,0.223880597,1.0,67,1,0,0,34,7.1.1,US,MV,MV,ANS,0
5827,25,0,4,0,0.1052631579,0.2631578947,0.0,38,0,1,0,27,6,US,MV,MV,Alco,0
7232,52,0,0,1,0.06451612903,0.01612903226,0.0,62,0,1,0,54,7,US,Bidalgo - Facebook,MV,samsung,0
5222,18,0,2,0,0.008771929825,0.08771929825,0.0,114,0,0,1,20,8.0.0,DE,Bidalgo - Instagram,MV,samsung,0
682,18,1,2,0,0.0,0.262295082,1.0,61,1,0,0,20,7.1.1,CA,Bidalgo - Facebook,MV,samsung,0
6982,19,0,3,2,0.0243902439,0.4268292683,0.0,82,0,1,0,21,7.1.1,US,Bidalgo - Facebook,MV,ZTE,0
8206,46,0,2,0,0.1129032258,0.09677419355,0.0,62,0,1,0,48,6.0.1,GB,Facebook,MV,samsung,0
